Property_ID,Title,Property_Type,Purpose,Category,Price_AED,Rent_Frequency,Bedrooms,Bathrooms,Area_SQFT,Price_Per_SQFT,Community,City,Tier,Latitude,Longitude,Furnished,Completion_Status,Agency,Date_Listed,Date_Extracted,Price_Category,Bedroom_Label
PF100310,1 BR Apartment in Al Nahda,Apartment,For Rent,Residential,20204,Yearly,1,1,801,25.22,Al Nahda,Dubai,Affordable,25.282754,55.37862,Semi-Furnished,Off-Plan,Coldwell Banker,2024-04-27,2025-02-20,Affordable,1 Bedroom
PF100311,Studio Apartment in Arjan,Studio,For Rent,Residential,26541,Yearly,0,1,2047,12.97,Arjan,Dubai,Affordable,25.038256,55.205294,Unfurnished,Off-Plan,Engel & Völkers,2024-05-06,2025-02-20,Affordable,Studio
PF100312,Studio Apartment in Business Bay,Studio,For Rent,Residential,47623,Yearly,0,1,1306,36.46,Business Bay,Dubai,Mid-Tier,25.188146,55.264978,Unfurnished,Ready,Allsopp & Allsopp,2024-11-08,2025-02-20,Affordable,Studio
PF100313,3 BR Villa in Mirdif,Villa,For Rent,Residential,74968,Yearly,3,3,1983,37.81,Mirdif,Dubai,Mid-Tier,25.223953,55.424144,Semi-Furnished,Ready,Coldwell Banker,2024-06-07,2025-02-20,Mid-Tier,3 Bedrooms
PF100314,3 BR Penthouse in International City,Penthouse,For Rent,Residential,35127,Yearly,3,3,2357,14.9,International City,Dubai,Affordable,25.159732,55.409309,Unfurnished,Ready,Betterhomes,2024-02-14,2025-02-20,Affordable,3 Bedrooms
PF100315,Studio Apartment in Mirdif,Studio,For Rent,Residential,32956,Yearly,0,1,2468,13.35,Mirdif,Dubai,Mid-Tier,25.218249,55.41988,Furnished,Ready,Provident Estate,2024-05-30,2025-02-20,Affordable,Studio
PF100316,2 BR Apartment in Al Barsha,Apartment,For Rent,Residential,79264,Yearly,2,2,1198,66.16,Al Barsha,Dubai,Mid-Tier,25.110014,55.209053,Unfurnished,Ready,Espace Real Estate,2024-08-17,2025-02-20,Mid-Tier,2 Bedrooms
PF100317,4 BR Townhouse in Al Barsha,Townhouse,For Rent,Residential,129558,Yearly,4,4,3289,39.39,Al Barsha,Dubai,Mid-Tier,25.11678,55.189964,Unfurnished,Ready,Savills UAE,2025-01-24,2025-02-20,Premium,4 Bedrooms
PF100318,3 BR Townhouse in Jumeirah Lake Towers,Townhouse,For Rent,Residential,67806,Yearly,3,3,4367,15.53,Jumeirah Lake Towers,Dubai,Mid-Tier,25.059359,55.131223,Furnished,Ready,CBRE UAE,2024-12-05,2025-02-20,Mid-Tier,3 Bedrooms
PF100319,Studio Apartment in Arjan,Studio,For Rent,Residential,24870,Yearly,0,1,1125,22.11,Arjan,Dubai,Affordable,25.050929,55.207815,Unfurnished,Ready,Betterhomes,2024-05-01,2025-02-20,Affordable,Studio
PF100320,4 BR Villa in Business Bay,Villa,For Rent,Residential,158622,Yearly,4,4,1258,126.09,Business Bay,Dubai,Mid-Tier,25.19213,55.272213,Unfurnished,Off-Plan,Savills UAE,2024-03-09,2025-02-20,Premium,4 Bedrooms
PF100321,2 BR Townhouse in Jumeirah Beach Residence,Townhouse,For Rent,Residential,114555,Yearly,2,2,1467,78.09,Jumeirah Beach Residence,Dubai,Luxury,25.085717,55.137547,Semi-Furnished,Off-Plan,Fäm Properties,2024-09-11,2025-02-20,Premium,2 Bedrooms
PF100322,4 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,133890,Yearly,4,4,1786,74.97,Dubai Hills Estate,Dubai,Mid-Tier,25.111468,55.24268,Furnished,Ready,Betterhomes,2024-06-30,2025-02-20,Premium,4 Bedrooms
PF100323,3 BR Apartment in DAMAC Hills,Apartment,For Rent,Residential,74318,Yearly,3,3,1603,46.36,DAMAC Hills,Dubai,Mid-Tier,25.035721,55.250151,Semi-Furnished,Ready,Engel & Völkers,2024-05-24,2025-02-20,Mid-Tier,3 Bedrooms
PF100324,2 BR Apartment in Business Bay,Apartment,For Rent,Residential,63537,Yearly,2,2,1720,36.94,Business Bay,Dubai,Mid-Tier,25.194848,55.258358,Semi-Furnished,Off-Plan,Engel & Völkers,2024-03-17,2025-02-20,Mid-Tier,2 Bedrooms
PF100325,2 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,220873,Yearly,2,2,905,244.06,Palm Jumeirah,Dubai,Luxury,25.10941,55.14474,Furnished,Off-Plan,Engel & Völkers,2024-02-01,2025-02-20,Luxury,2 Bedrooms
PF100326,1 BR Penthouse in Bur Dubai,Penthouse,For Rent,Residential,40119,Yearly,1,1,1851,21.67,Bur Dubai,Dubai,Affordable,25.250225,55.294707,Semi-Furnished,Ready,Espace Real Estate,2024-10-03,2025-02-20,Affordable,1 Bedroom
PF100327,Studio Apartment in Al Nahda,Studio,For Rent,Residential,9547,Yearly,0,1,1507,6.34,Al Nahda,Dubai,Affordable,25.282302,55.374623,Furnished,Off-Plan,Espace Real Estate,2024-03-25,2025-02-20,Affordable,Studio
PF100328,1 BR Apartment in Deira,Apartment,For Rent,Residential,26547,Yearly,1,1,681,38.98,Deira,Dubai,Affordable,25.266459,55.319206,Semi-Furnished,Ready,Coldwell Banker,2024-10-05,2025-02-20,Affordable,1 Bedroom
PF100329,4 BR Penthouse in Dubai Hills Estate,Penthouse,For Rent,Residential,120886,Yearly,4,4,519,232.92,Dubai Hills Estate,Dubai,Mid-Tier,25.105925,55.232111,Unfurnished,Off-Plan,Driven Properties,2024-05-08,2025-02-20,Premium,4 Bedrooms
PF100330,1 BR Apartment in Jumeirah Village Circle,Apartment,For Rent,Residential,26776,Yearly,1,1,1909,14.03,Jumeirah Village Circle,Dubai,Affordable,25.060535,55.214797,Furnished,Off-Plan,Betterhomes,2024-04-19,2025-02-20,Affordable,1 Bedroom
PF100331,Studio Apartment in Bur Dubai,Studio,For Rent,Residential,22151,Yearly,0,1,2267,9.77,Bur Dubai,Dubai,Affordable,25.247193,55.287715,Semi-Furnished,Off-Plan,Allsopp & Allsopp,2024-04-28,2025-02-20,Affordable,Studio
PF100332,Studio Apartment in Arjan,Studio,For Rent,Residential,24104,Yearly,0,1,1928,12.5,Arjan,Dubai,Affordable,25.044219,55.218898,Furnished,Off-Plan,Espace Real Estate,2024-06-15,2025-02-20,Affordable,Studio
PF100333,3 BR Townhouse in International City,Townhouse,For Rent,Residential,28935,Yearly,3,3,4001,7.23,International City,Dubai,Affordable,25.154192,55.412695,Furnished,Off-Plan,Savills UAE,2024-06-14,2025-02-20,Affordable,3 Bedrooms
PF100334,1 BR Apartment in Downtown Dubai,Apartment,For Rent,Residential,70863,Yearly,1,1,1708,41.49,Downtown Dubai,Dubai,Luxury,25.203364,55.27268,Furnished,Ready,Coldwell Banker,2024-11-28,2025-02-20,Mid-Tier,1 Bedroom
PF100335,3 BR Penthouse in Dubai Sports City,Penthouse,For Rent,Residential,48531,Yearly,3,3,2250,21.57,Dubai Sports City,Dubai,Affordable,25.038977,55.222896,Furnished,Ready,Allsopp & Allsopp,2025-01-31,2025-02-20,Affordable,3 Bedrooms
PF100336,1 BR Villa in Al Nahda,Villa,For Rent,Residential,17460,Yearly,1,1,1928,9.06,Al Nahda,Dubai,Affordable,25.284424,55.377867,Unfurnished,Ready,Espace Real Estate,2025-01-15,2025-02-20,Affordable,1 Bedroom
PF100337,2 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,132809,Yearly,2,2,1062,125.06,Arabian Ranches,Dubai,Luxury,25.051062,55.267347,Unfurnished,Off-Plan,Betterhomes,2024-07-16,2025-02-20,Premium,2 Bedrooms
PF100338,4 BR Penthouse in Arabian Ranches,Penthouse,For Rent,Residential,239244,Yearly,4,4,1997,119.8,Arabian Ranches,Dubai,Luxury,25.046293,55.270732,Furnished,Ready,Savills UAE,2024-11-25,2025-02-20,Luxury,4 Bedrooms
PF100339,2 BR Townhouse in Jumeirah Beach Residence,Townhouse,For Rent,Residential,124970,Yearly,2,2,2513,49.73,Jumeirah Beach Residence,Dubai,Luxury,25.073861,55.132612,Unfurnished,Ready,Espace Real Estate,2024-12-08,2025-02-20,Premium,2 Bedrooms
PF100340,3 BR Villa in Mirdif,Villa,For Rent,Residential,90620,Yearly,3,3,3640,24.9,Mirdif,Dubai,Mid-Tier,25.211876,55.425991,Semi-Furnished,Ready,Betterhomes,2024-07-19,2025-02-20,Mid-Tier,3 Bedrooms
PF100341,2 BR Townhouse in Arjan,Townhouse,For Rent,Residential,26392,Yearly,2,2,3117,8.47,Arjan,Dubai,Affordable,25.051148,55.207061,Unfurnished,Ready,Provident Estate,2024-06-23,2025-02-20,Affordable,2 Bedrooms
PF100342,2 BR Penthouse in Business Bay,Penthouse,For Rent,Residential,95153,Yearly,2,2,1614,58.95,Business Bay,Dubai,Mid-Tier,25.180588,55.263335,Furnished,Ready,Engel & Völkers,2024-12-27,2025-02-20,Mid-Tier,2 Bedrooms
PF100343,3 BR Penthouse in Jumeirah Lake Towers,Penthouse,For Rent,Residential,113728,Yearly,3,3,2415,47.09,Jumeirah Lake Towers,Dubai,Mid-Tier,25.075944,55.14652,Furnished,Ready,Driven Properties,2024-10-21,2025-02-20,Premium,3 Bedrooms
PF100344,3 BR Villa in Dubai Sports City,Villa,For Rent,Residential,32276,Yearly,3,3,1773,18.2,Dubai Sports City,Dubai,Affordable,25.036855,55.231659,Furnished,Ready,Engel & Völkers,2024-03-01,2025-02-20,Affordable,3 Bedrooms
PF100345,2 BR Villa in Downtown Dubai,Villa,For Rent,Residential,113319,Yearly,2,2,3367,33.66,Downtown Dubai,Dubai,Luxury,25.20367,55.274503,Furnished,Ready,Provident Estate,2024-12-22,2025-02-20,Premium,2 Bedrooms
PF100346,3 BR Penthouse in International City,Penthouse,For Rent,Residential,28582,Yearly,3,3,2243,12.74,International City,Dubai,Affordable,25.165038,55.410895,Unfurnished,Ready,Driven Properties,2024-04-24,2025-02-20,Affordable,3 Bedrooms
PF100347,3 BR Apartment in Palm Jumeirah,Apartment,For Rent,Residential,267246,Yearly,3,3,1177,227.06,Palm Jumeirah,Dubai,Luxury,25.119542,55.141948,Furnished,Off-Plan,Coldwell Banker,2025-01-12,2025-02-20,Luxury,3 Bedrooms
PF100348,Studio Apartment in Dubai Sports City,Studio,For Rent,Residential,12791,Yearly,0,1,2241,5.71,Dubai Sports City,Dubai,Affordable,25.05123,55.227947,Furnished,Ready,Driven Properties,2024-12-04,2025-02-20,Affordable,Studio
PF100349,2 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,216988,Yearly,2,2,3434,63.19,Arabian Ranches,Dubai,Luxury,25.060332,55.26858,Unfurnished,Off-Plan,CBRE UAE,2024-05-22,2025-02-20,Luxury,2 Bedrooms
PF100350,3 BR Apartment in Arabian Ranches,Apartment,For Rent,Residential,158311,Yearly,3,3,2395,66.1,Arabian Ranches,Dubai,Luxury,25.063289,55.27873,Semi-Furnished,Off-Plan,Driven Properties,2024-08-10,2025-02-20,Premium,3 Bedrooms
PF100351,3 BR Apartment in Jumeirah Beach Residence,Apartment,For Rent,Residential,154892,Yearly,3,3,1432,108.16,Jumeirah Beach Residence,Dubai,Luxury,25.079012,55.14013,Semi-Furnished,Off-Plan,Provident Estate,2024-06-13,2025-02-20,Premium,3 Bedrooms
PF100352,4 BR Villa in Business Bay,Villa,For Rent,Residential,170941,Yearly,4,4,815,209.74,Business Bay,Dubai,Mid-Tier,25.191309,55.271047,Unfurnished,Off-Plan,Espace Real Estate,2024-12-04,2025-02-20,Premium,4 Bedrooms
PF100353,3 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,297608,Yearly,3,3,3778,78.77,Palm Jumeirah,Dubai,Luxury,25.110492,55.143735,Semi-Furnished,Ready,Fäm Properties,2024-11-25,2025-02-20,Luxury,3 Bedrooms
PF100354,4 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,123046,Yearly,4,4,1768,69.6,Al Barsha,Dubai,Mid-Tier,25.108646,55.206308,Semi-Furnished,Ready,Driven Properties,2025-01-02,2025-02-20,Premium,4 Bedrooms
PF100355,3 BR Villa in Jumeirah Beach Residence,Villa,For Rent,Residential,142682,Yearly,3,3,4929,28.95,Jumeirah Beach Residence,Dubai,Luxury,25.081458,55.126561,Unfurnished,Ready,Provident Estate,2025-01-14,2025-02-20,Premium,3 Bedrooms
PF100356,1 BR Townhouse in International City,Townhouse,For Rent,Residential,22244,Yearly,1,1,3064,7.26,International City,Dubai,Affordable,25.160734,55.415611,Furnished,Off-Plan,Betterhomes,2024-09-25,2025-02-20,Affordable,1 Bedroom
PF100357,4 BR Apartment in DAMAC Hills,Apartment,For Rent,Residential,121420,Yearly,4,4,1096,110.78,DAMAC Hills,Dubai,Mid-Tier,25.02731,55.24815,Semi-Furnished,Off-Plan,Coldwell Banker,2024-08-14,2025-02-20,Premium,4 Bedrooms
PF100358,1 BR Villa in Downtown Dubai,Villa,For Rent,Residential,81377,Yearly,1,1,3157,25.78,Downtown Dubai,Dubai,Luxury,25.195384,55.275788,Furnished,Off-Plan,Espace Real Estate,2024-09-22,2025-02-20,Mid-Tier,1 Bedroom
PF100359,3 BR Townhouse in Dubai Marina,Townhouse,For Rent,Residential,189252,Yearly,3,3,1798,105.26,Dubai Marina,Dubai,Luxury,25.076768,55.13146,Unfurnished,Ready,Espace Real Estate,2024-09-19,2025-02-20,Premium,3 Bedrooms
PF100360,1 BR Penthouse in DAMAC Hills,Penthouse,For Rent,Residential,71021,Yearly,1,1,660,107.61,DAMAC Hills,Dubai,Mid-Tier,25.019888,55.239474,Unfurnished,Off-Plan,Engel & Völkers,2024-09-07,2025-02-20,Mid-Tier,1 Bedroom
PF100361,Studio Apartment in Deira,Studio,For Rent,Residential,10618,Yearly,0,1,2486,4.27,Deira,Dubai,Affordable,25.263688,55.306962,Unfurnished,Ready,Betterhomes,2024-02-08,2025-02-20,Affordable,Studio
PF100362,1 BR Villa in Palm Jumeirah,Villa,For Rent,Residential,189188,Yearly,1,1,2906,65.1,Palm Jumeirah,Dubai,Luxury,25.104979,55.136671,Unfurnished,Ready,Allsopp & Allsopp,2024-11-28,2025-02-20,Premium,1 Bedroom
PF100363,2 BR Townhouse in Downtown Dubai,Townhouse,For Rent,Residential,134783,Yearly,2,2,4612,29.22,Downtown Dubai,Dubai,Luxury,25.199127,55.271157,Furnished,Off-Plan,Engel & Völkers,2025-01-17,2025-02-20,Premium,2 Bedrooms
PF100364,1 BR Villa in International City,Villa,For Rent,Residential,31224,Yearly,1,1,3654,8.55,International City,Dubai,Affordable,25.153682,55.408386,Furnished,Ready,Savills UAE,2024-04-08,2025-02-20,Affordable,1 Bedroom
PF100365,1 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,34316,Yearly,1,1,453,75.75,Dubai Sports City,Dubai,Affordable,25.040504,55.227806,Semi-Furnished,Ready,Savills UAE,2024-10-31,2025-02-20,Affordable,1 Bedroom
PF100366,Studio Apartment in Downtown Dubai,Studio,For Rent,Residential,87832,Yearly,0,1,380,231.14,Downtown Dubai,Dubai,Luxury,25.188165,55.266716,Unfurnished,Ready,CBRE UAE,2024-09-15,2025-02-20,Mid-Tier,Studio
PF100367,3 BR Villa in Mirdif,Villa,For Rent,Residential,58160,Yearly,3,3,426,136.53,Mirdif,Dubai,Mid-Tier,25.217122,55.421433,Semi-Furnished,Off-Plan,Savills UAE,2025-01-05,2025-02-20,Mid-Tier,3 Bedrooms
PF100368,1 BR Penthouse in Arabian Ranches,Penthouse,For Rent,Residential,110251,Yearly,1,1,2395,46.03,Arabian Ranches,Dubai,Luxury,25.057675,55.261755,Furnished,Off-Plan,Provident Estate,2024-03-30,2025-02-20,Premium,1 Bedroom
PF100369,1 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,186997,Yearly,1,1,2002,93.41,Arabian Ranches,Dubai,Luxury,25.050458,55.267595,Furnished,Off-Plan,Provident Estate,2024-04-23,2025-02-20,Premium,1 Bedroom
PF100370,2 BR Villa in Arjan,Villa,For Rent,Residential,25361,Yearly,2,2,454,55.86,Arjan,Dubai,Affordable,25.048233,55.219138,Semi-Furnished,Off-Plan,Espace Real Estate,2024-11-20,2025-02-20,Affordable,2 Bedrooms
PF100371,4 BR Apartment in Dubai Marina,Apartment,For Rent,Residential,132414,Yearly,4,4,1348,98.23,Dubai Marina,Dubai,Luxury,25.083387,55.139435,Unfurnished,Off-Plan,Betterhomes,2024-07-01,2025-02-20,Premium,4 Bedrooms
PF100372,1 BR Apartment in Jumeirah Beach Residence,Apartment,For Rent,Residential,86159,Yearly,1,1,1775,48.54,Jumeirah Beach Residence,Dubai,Luxury,25.082232,55.129154,Furnished,Ready,Betterhomes,2024-03-31,2025-02-20,Mid-Tier,1 Bedroom
PF100373,1 BR Townhouse in Business Bay,Townhouse,For Rent,Residential,54901,Yearly,1,1,3935,13.95,Business Bay,Dubai,Mid-Tier,25.194302,55.260366,Unfurnished,Off-Plan,Espace Real Estate,2024-03-19,2025-02-20,Mid-Tier,1 Bedroom
PF100374,3 BR Penthouse in Jumeirah Beach Residence,Penthouse,For Rent,Residential,173806,Yearly,3,3,1413,123.0,Jumeirah Beach Residence,Dubai,Luxury,25.082914,55.136698,Unfurnished,Ready,Allsopp & Allsopp,2024-10-02,2025-02-20,Premium,3 Bedrooms
PF100375,Studio Apartment in Business Bay,Studio,For Rent,Residential,59664,Yearly,0,1,952,62.67,Business Bay,Dubai,Mid-Tier,25.177274,55.273225,Semi-Furnished,Off-Plan,Espace Real Estate,2024-10-05,2025-02-20,Mid-Tier,Studio
PF100376,3 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,165064,Yearly,3,3,1420,116.24,Arabian Ranches,Dubai,Luxury,25.052962,55.269162,Unfurnished,Ready,Allsopp & Allsopp,2024-08-29,2025-02-20,Premium,3 Bedrooms
PF100377,2 BR Apartment in Mirdif,Apartment,For Rent,Residential,73056,Yearly,2,2,2449,29.83,Mirdif,Dubai,Mid-Tier,25.226451,55.419733,Furnished,Off-Plan,CBRE UAE,2024-11-16,2025-02-20,Mid-Tier,2 Bedrooms
PF100378,4 BR Apartment in Dubai Sports City,Apartment,For Rent,Residential,80050,Yearly,4,4,1318,60.74,Dubai Sports City,Dubai,Affordable,25.042639,55.228274,Unfurnished,Ready,CBRE UAE,2024-12-25,2025-02-20,Mid-Tier,4 Bedrooms
PF100379,Studio Apartment in Arabian Ranches,Studio,For Rent,Residential,66526,Yearly,0,1,942,70.62,Arabian Ranches,Dubai,Luxury,25.053411,55.268786,Furnished,Ready,Engel & Völkers,2024-10-11,2025-02-20,Mid-Tier,Studio
PF100380,1 BR Townhouse in Dubai Silicon Oasis,Townhouse,For Rent,Residential,28160,Yearly,1,1,762,36.96,Dubai Silicon Oasis,Dubai,Affordable,25.121039,55.38241,Unfurnished,Ready,Allsopp & Allsopp,2024-08-12,2025-02-20,Affordable,1 Bedroom
PF100381,3 BR Penthouse in Al Nahda,Penthouse,For Rent,Residential,25060,Yearly,3,3,2341,10.7,Al Nahda,Dubai,Affordable,25.290841,55.371774,Semi-Furnished,Ready,Allsopp & Allsopp,2024-10-12,2025-02-20,Affordable,3 Bedrooms
PF100382,3 BR Apartment in Deira,Apartment,For Rent,Residential,45907,Yearly,3,3,300,153.02,Deira,Dubai,Affordable,25.276218,55.315336,Semi-Furnished,Off-Plan,CBRE UAE,2024-12-13,2025-02-20,Affordable,3 Bedrooms
PF100383,1 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,24618,Yearly,1,1,1788,13.77,Dubai Production City,Dubai,Affordable,25.040606,55.202332,Unfurnished,Off-Plan,Fäm Properties,2024-09-20,2025-02-20,Affordable,1 Bedroom
PF100384,Studio Apartment in Al Nahda,Studio,For Rent,Residential,10596,Yearly,0,1,1208,8.77,Al Nahda,Dubai,Affordable,25.281944,55.376503,Unfurnished,Off-Plan,Allsopp & Allsopp,2024-12-21,2025-02-20,Affordable,Studio
PF100385,1 BR Penthouse in Downtown Dubai,Penthouse,For Rent,Residential,75885,Yearly,1,1,1976,38.4,Downtown Dubai,Dubai,Luxury,25.189339,55.276617,Furnished,Off-Plan,Provident Estate,2024-05-07,2025-02-20,Mid-Tier,1 Bedroom
PF100386,1 BR Townhouse in Al Nahda,Townhouse,For Rent,Residential,15071,Yearly,1,1,3745,4.02,Al Nahda,Dubai,Affordable,25.28283,55.382065,Semi-Furnished,Ready,Engel & Völkers,2025-01-10,2025-02-20,Affordable,1 Bedroom
PF100387,4 BR Villa in Al Nahda,Villa,For Rent,Residential,51517,Yearly,4,4,385,133.81,Al Nahda,Dubai,Affordable,25.292507,55.370371,Semi-Furnished,Off-Plan,CBRE UAE,2024-09-09,2025-02-20,Mid-Tier,4 Bedrooms
PF100388,4 BR Villa in Dubai Hills Estate,Villa,For Rent,Residential,115240,Yearly,4,4,1198,96.19,Dubai Hills Estate,Dubai,Mid-Tier,25.111648,55.240011,Semi-Furnished,Off-Plan,Coldwell Banker,2024-07-14,2025-02-20,Premium,4 Bedrooms
PF100389,1 BR Townhouse in Arabian Ranches,Townhouse,For Rent,Residential,164009,Yearly,1,1,3158,51.93,Arabian Ranches,Dubai,Luxury,25.06271,55.268457,Furnished,Off-Plan,Savills UAE,2024-04-09,2025-02-20,Premium,1 Bedroom
PF100390,2 BR Townhouse in Dubai Sports City,Townhouse,For Rent,Residential,35318,Yearly,2,2,1995,17.7,Dubai Sports City,Dubai,Affordable,25.037194,55.229288,Unfurnished,Ready,Espace Real Estate,2025-01-17,2025-02-20,Affordable,2 Bedrooms
PF100391,4 BR Townhouse in Dubai Sports City,Townhouse,For Rent,Residential,48844,Yearly,4,4,3235,15.1,Dubai Sports City,Dubai,Affordable,25.044246,55.226656,Semi-Furnished,Off-Plan,CBRE UAE,2025-01-07,2025-02-20,Affordable,4 Bedrooms
PF100392,3 BR Apartment in Jumeirah Village Circle,Apartment,For Rent,Residential,83108,Yearly,3,3,736,112.92,Jumeirah Village Circle,Dubai,Affordable,25.049605,55.200907,Furnished,Ready,Driven Properties,2025-01-09,2025-02-20,Mid-Tier,3 Bedrooms
PF100393,2 BR Townhouse in Dubai Hills Estate,Townhouse,For Rent,Residential,71272,Yearly,2,2,858,83.07,Dubai Hills Estate,Dubai,Mid-Tier,25.117712,55.233903,Furnished,Off-Plan,Engel & Völkers,2024-11-04,2025-02-20,Mid-Tier,2 Bedrooms
PF100394,4 BR Villa in Jumeirah Beach Residence,Villa,For Rent,Residential,254728,Yearly,4,4,4947,51.49,Jumeirah Beach Residence,Dubai,Luxury,25.073978,55.133118,Unfurnished,Ready,Coldwell Banker,2025-01-22,2025-02-20,Luxury,4 Bedrooms
PF100395,3 BR Townhouse in Deira,Townhouse,For Rent,Residential,45710,Yearly,3,3,790,57.86,Deira,Dubai,Affordable,25.259959,55.304527,Unfurnished,Ready,Fäm Properties,2024-12-14,2025-02-20,Affordable,3 Bedrooms
PF100396,4 BR Villa in DAMAC Hills,Villa,For Rent,Residential,151297,Yearly,4,4,1935,78.19,DAMAC Hills,Dubai,Mid-Tier,25.023184,55.234349,Furnished,Ready,Espace Real Estate,2025-01-15,2025-02-20,Premium,4 Bedrooms
PF100397,Studio Apartment in Dubai Sports City,Studio,For Rent,Residential,24860,Yearly,0,1,466,53.35,Dubai Sports City,Dubai,Affordable,25.04157,55.226132,Furnished,Off-Plan,Betterhomes,2024-04-07,2025-02-20,Affordable,Studio
PF100398,3 BR Villa in Dubai Silicon Oasis,Villa,For Rent,Residential,29540,Yearly,3,3,1609,18.36,Dubai Silicon Oasis,Dubai,Affordable,25.129473,55.383338,Semi-Furnished,Off-Plan,Engel & Völkers,2024-12-17,2025-02-20,Affordable,3 Bedrooms
PF100399,4 BR Townhouse in DAMAC Hills,Townhouse,For Rent,Residential,82164,Yearly,4,4,2953,27.82,DAMAC Hills,Dubai,Mid-Tier,25.027808,55.24994,Furnished,Ready,Coldwell Banker,2024-10-24,2025-02-20,Mid-Tier,4 Bedrooms
PF100400,4 BR Penthouse in Dubai Production City,Penthouse,For Rent,Residential,40518,Yearly,4,4,1731,23.41,Dubai Production City,Dubai,Affordable,25.028524,55.190267,Unfurnished,Off-Plan,Driven Properties,2024-07-19,2025-02-20,Affordable,4 Bedrooms
PF100401,4 BR Penthouse in Jumeirah Lake Towers,Penthouse,For Rent,Residential,122680,Yearly,4,4,336,365.12,Jumeirah Lake Towers,Dubai,Mid-Tier,25.060894,55.13702,Semi-Furnished,Ready,Betterhomes,2024-06-03,2025-02-20,Premium,4 Bedrooms
PF100402,3 BR Apartment in Dubai Silicon Oasis,Apartment,For Rent,Residential,56745,Yearly,3,3,1350,42.03,Dubai Silicon Oasis,Dubai,Affordable,25.121705,55.377057,Unfurnished,Off-Plan,Engel & Völkers,2024-10-22,2025-02-20,Mid-Tier,3 Bedrooms
PF100403,2 BR Villa in Downtown Dubai,Villa,For Rent,Residential,118785,Yearly,2,2,4559,26.06,Downtown Dubai,Dubai,Luxury,25.188847,55.266319,Semi-Furnished,Ready,Allsopp & Allsopp,2024-11-02,2025-02-20,Premium,2 Bedrooms
PF100404,1 BR Penthouse in Jumeirah Lake Towers,Penthouse,For Rent,Residential,69836,Yearly,1,1,725,96.33,Jumeirah Lake Towers,Dubai,Mid-Tier,25.062712,55.146675,Semi-Furnished,Ready,Espace Real Estate,2024-09-10,2025-02-20,Mid-Tier,1 Bedroom
PF100405,3 BR Townhouse in Palm Jumeirah,Townhouse,For Rent,Residential,227917,Yearly,3,3,1066,213.81,Palm Jumeirah,Dubai,Luxury,25.103865,55.13256,Semi-Furnished,Ready,Savills UAE,2024-06-08,2025-02-20,Luxury,3 Bedrooms
PF100406,2 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,57087,Yearly,2,2,2147,26.59,Al Barsha,Dubai,Mid-Tier,25.111104,55.198061,Unfurnished,Ready,CBRE UAE,2024-02-09,2025-02-20,Mid-Tier,2 Bedrooms
PF100407,4 BR Apartment in Palm Jumeirah,Apartment,For Rent,Residential,500269,Yearly,4,4,486,1029.36,Palm Jumeirah,Dubai,Luxury,25.116418,55.130452,Furnished,Off-Plan,Driven Properties,2024-10-15,2025-02-20,Luxury,4 Bedrooms
PF100408,Studio Apartment in Arabian Ranches,Studio,For Rent,Residential,101899,Yearly,0,1,2092,48.71,Arabian Ranches,Dubai,Luxury,25.050928,55.275842,Unfurnished,Ready,CBRE UAE,2024-02-16,2025-02-20,Premium,Studio
PF100409,1 BR Penthouse in Al Barsha,Penthouse,For Rent,Residential,51634,Yearly,1,1,1508,34.24,Al Barsha,Dubai,Mid-Tier,25.117703,55.192282,Semi-Furnished,Off-Plan,Betterhomes,2025-01-12,2025-02-20,Mid-Tier,1 Bedroom
PF100410,4 BR Villa in Dubai Production City,Villa,For Rent,Residential,42057,Yearly,4,4,692,60.78,Dubai Production City,Dubai,Affordable,25.024201,55.197933,Semi-Furnished,Ready,Driven Properties,2024-11-02,2025-02-20,Affordable,4 Bedrooms
PF100411,2 BR Villa in Jumeirah Lake Towers,Villa,For Rent,Residential,64838,Yearly,2,2,4548,14.26,Jumeirah Lake Towers,Dubai,Mid-Tier,25.061449,55.13378,Unfurnished,Ready,Allsopp & Allsopp,2024-12-12,2025-02-20,Mid-Tier,2 Bedrooms
PF100412,4 BR Apartment in Dubai Hills Estate,Apartment,For Rent,Residential,180687,Yearly,4,4,599,301.65,Dubai Hills Estate,Dubai,Mid-Tier,25.109713,55.229347,Furnished,Off-Plan,Fäm Properties,2024-03-22,2025-02-20,Premium,4 Bedrooms
PF100413,1 BR Villa in International City,Villa,For Rent,Residential,14894,Yearly,1,1,2685,5.55,International City,Dubai,Affordable,25.16569,55.421902,Unfurnished,Off-Plan,Fäm Properties,2024-07-12,2025-02-20,Affordable,1 Bedroom
